TMDB_ID	Adult	Budget	Genre_ID	Genre_Name	IMDB_ID	Movie_Name	Language	Synopsis	Popularity	Production_Company_IDs	Production_Company_Names	Production_Country_Names	Release_Date	Running_Time	Vote_Count	Vote_Average	Revenue	Tagline	Director	Cast	Screenplay	DOP	Editor	Music_Composer	Assistant_Director
50158	false	0	18,	Drama,	tt1600428	No et moi	fr	At thirteen-years-old, with an unusually high IQ and a knack for observing things about other people, Lou Bertignac is not only the youngest in her class at school; she is also the most unusual. Painfully shy, she has few friends, save for Lucas, whose company helps her get through each day. At home, Lou's life is also difficult: Her mother hasn't left the house in years and her father spends his days crying in the bathroom. Lou's world is dark and sad... That is, until she meets No.	2.783	7286,591,11620,12036,7457,311,310,7131,	Epithète Films,France 3 Cinéma,OCS,La Banque Postale Image 3,Soficinéma 6,PROCIREP,Centre national du cinéma et de l'image animée,France Télévisions,	FR,FR,FR,,,FR,FR,FR,	2010-11-17	105	49	6.1	0		Zabou Breitman,	Zabou Breitman,Bernard Campan,Nina Rodriguez,Julie-Marie Parmentier,Antonin Chalon,Grégoire Bonnet,Guilaine Londez,Eric Valero,	Agnès de Sacy,Zabou Breitman,	Michel Amathieu,	Françoise Bernard,		
50204	false	10000000	35,53,	Comedy,Thriller,	tt1320239	Burke & Hare	en	Two 19th-century opportunists become serial killers so that they can maintain their profitable business supplying cadavers to an anatomist.	7.906	4186,2650,2651,7309,6901,	Quickfire Films,Ealing Studios,Fragile Films,Aegis Film Fund,Prescience,	GB,GB,GB,,,	2010-10-29	91	290	6.2	4349187	No Job Too Small. No Body Too Big. No Questions Asked.	John Landis,	Simon Pegg,Andy Serkis,Isla Fisher,Tom Wilkinson,Tim Curry,Christopher Lee,Jessica Hynes,Bill Bailey,Stephen Merchant,Hugh Bonneville,Georgia King,David Schofield,Allan Corduner,Pollyanna McIntosh,Ronnie Corbett,Michael Smiley,David Hayman,Reece Shearsmith,Steve Speirs,John Woodvine,Duncan Duff,Max Landis,Joseph Dewey,Ciaron Kelly,Michael Winner,Ray Harryhausen,Simon Farnaby,Tom Meeten,Paul Whitehouse,Tom Urie,Ella Smith,Janet Whiteside,Jenny Agutter,Christopher Obi,Michael Billington,Billy Riddoch,Costa-Gavras,Michèle Ray-Gavras,Romain Gavras,Emmanuel Hamon,Theo Hamon,		John Mathieson,	Mark Everson,	Joby Talbot,	
50210	false	0	18,80,53,28,	Drama,Crime,Thriller,Action,	tt1814819	파괴된 사나이	ko	One day, Hye Lin, the five-year old daughter of a devoted pastor, Joo Young Soo, is kidnapped. Pastor Joo, who has a rock solid faith in God at this time, prays wholeheartedly for her safe comeback, but she does not return. Eight years later, Joo Young Soo, who now does not believe in God and leads a completely secular life, receives a call. Hye Lin is still alive and is with the kidnapper. Joo Young Soo’s resolute attempt to rescue his daughter begins...	3.198	20695,20696,	iLoveCinema,iFilm,	KR,KR,	2010-07-01	113	21	6.1	0		Woo Min-ho,	Kim So-hyun,Park Joo-mi,Kim Myung-min,Uhm Ki-joon,Lee Byung-joon,Ahn Seo-hyun,		Cho Yong-kyu,			
50217	false	93	35,18,10749,	Comedy,Drama,Romance,	tt0893412	From Prada to Nada	en	A whimsical fish-out-of-water story of two spoiled sisters: Nora (Camilla Belle), a law student, and Mary (Alexa Vega), an undergrad party girl, living with their father in a luxurious mansion in Beverly Hills. Mary has become so \	10.597	1575,3263,1632,20911,35881,	Lewis Gilbert Productions,OddLot Entertainment,Lionsgate,Televisa,Hyperion Films,	,US,US,MX,,	2011-01-28	107	197	5.3	2500000	A riches to rags story.	Angel Gracia,	Camilla Belle,Alexa PenaVega,April Bowlby,Wilmer Valderrama,Nicholas D'Agosto,Adriana Barraza,Karla Souza,Leticia Fabian,Begoña Narváez,Mario Zaragoza,					
50272	false	0	27,53,	Horror,Thriller,	tt1620604	Somos lo que hay	es	A middle-aged man dies in the street, leaving his widow and three children destitute. The devastated family is confronted not only with his loss but with a terrible challenge - how to survive. For they are cannibals. They have always existed on a diet of human flesh consumed in bloody ritual ceremonies... and the victims have always been provided by the father. Now that he is gone, who will hunt? Who will lead them? How will they sate their horrific hunger? The task falls to the eldest son, Alfredo, a teenage misfit who seems far from ready to accept the challenge... But without human meat the family will die.	4.605	14171,	Centro de Capacitación Cinematográfica (CCC),	,	2010-11-12	90	43	5.8	0	Young. Wild. Hungry.	Jorge Michel Grau,	Paulina Gaitán,Francisco Barreiro,Alan Chávez,Carmen Beato,Adrián Aguirre,Miriam Balderas,Jorge Zárate,Esteban Soberanes,Miguel Ángel Hoppe,Noé Hernández,Octavio Michel,Humberto Yañez,Darwin Enahudy,Alejandro Faugier,Elida Contreras,Juan Carlos Colombo,Daniel Giménez Cacho,Esteban Soberanes,Bryan Pizavila,Lizzete Campos,Astrid Prado,Benny Mendoza,Diego Escamilla,Diego Casas Anaya,Israel Gudiño,Mario Arellano,Abraham Nicoli,Eric Gudiño,Marcela Feregrino,Denise Castillo,Arely Moreno,Karla Moreno,Francisco Javier Sánchez,Eduardo Enrique Mayén,Diego Guadarrama,Rosario Zúñiga,César Enríquez,Cuauhtli Jiménez,Luis Velázquez,Raúl Kennedy,Jorge Castañeda,Iraida Noriega,Lakshmi Valladares,Gerardo Cortez,Apolinar Salgado,Víctor Manzur,Carolina Contreras,	Jorge Michel Grau,	Santiago Sánchez,	Rodrigo Rios,	Enrico Chapela,	Erick García Corona,Erik Baeza,
50275	false	0	99,	Documentary,	tt2608732	The Pirate Bay: Away from Keyboard	en	TPB AFK is a documentary about three computer addicts who redefined the world of media distribution with their hobby homepage The Pirate Bay. How did Tiamo, a beer crazy hardware fanatic, Brokep a tree hugging eco activist and Anakata – a paranoid hacker libertarian – get the White House to threaten the Swedish government with trade sanctions? TPB AFK explores what Hollywood’s most hated pirates go through on a personal level.	12.173	29063,119,5404,3324,4606,2999,	Piraya Film A/S,Danmarks Radio (DR),NRK,BBC,ZDF,SVT,	,DK,NO,GB,DE,SE,	2013-02-08	82	204	7.3	34664		Simon Klose,	Gottfrid Svartholm,Fredrik Neij,Peter Sunde,		Simon Klose,	Per K. Kirkegaard,	Ola Fløttum,	
50276	false	0	35,	Comedy,	tt2075226	John Bishop Live: Elvis Has Left The Building	en	Following his sell-out UK tour 2010's comedian of the moment John Bishop presents his much anticipated debut DVD, John Bishop Live. Bringing his unique talents for observational comedy to DVD for the first time John's hotly anticipated Edinburgh Award Nominated show 'Elvis Has Left the Building' is tipped to be the next big thing. Filmed live at The Liverpool Empire, John's observations about coming to terms with middle age lead us through tales of his new found fame, his devotion to Liverpool FC, the positives of male grooming and an outlook on life that rings true for anyone and everyone. With regular appearances on League of Their Own, Skins, Live at Apollo and guests spots on Friday Night With Jonathan Ross, 8 Out of 10 Cats and Mock The Week, this Liverpudlian stand-up is going to be the next big thing.	2.948	2689,	2 Entertain,	,	2010-11-15	76	6	5.1	0			John Bishop,					
50321	false	150000000	12,16,10751,	Adventure,Animation,Family,	tt1305591	Mars Needs Moms	en	When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.	10.845	2,	Walt Disney Pictures,	US,	2011-03-09	88	356	5.7	38992758	Mom needs a little space.	Simon Wells,	Seth Green,Joan Cusack,Dan Fogler,Breckin Meyer,Elisabeth Harnois,Tom Everett Scott,Mindy Sterling,Julene Renee,Raymond Ochoa,Robert Ochoa,Ryan Ochoa,Seth Robert Dusky,Amber Gainey Meade,	Simon Wells,				
50324	false	570000	35,27,	Comedy,Horror,	tt1608776	Kurt Josef Wagle og legenden om Fjordheksa	no	Is The Fjord Witch superstition, or is it true that Satan's bride lives across Melkelva in the forest by Grytefjord? Does Tordenskjold find himself or someone else entirely? Who would win in a magic battle between Jesus and Harry Potter? These and other questions are answered in Kurt Josef Wagle's lost video footage.	1.468	7941,	Tappeluft Pictures,	,	2010-03-05	82	6	5.9	0		Tommy Wirkola,	Stig Frode Henriksen,Jørn Tore Nilsen,Kristoffer Joner,Jeppe Beck Laursen,Martin Hykkerud,Martin Hovden,Cecilie A. Mosli,Bjørn Sundquist,Tommy Wirkola,		Matthew Weston,	Tommy Wirkola,		
50348	false	40000000	80,18,53,	Crime,Drama,Thriller,	tt1189340	The Lincoln Lawyer	en	A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.	11.14	737,1632,126,	Sidney Kimmel Entertainment,Lionsgate,Lakeshore Entertainment,	US,US,US,	2011-03-17	119	1772	7.1	85412898	This Case is a Dangerous Game of Life and Death	Brad Furman,	Matthew McConaughey,Marisa Tomei,Ryan Phillippe,William H. Macy,Josh Lucas,John Leguizamo,Michael Peña,Bob Gunton,Frances Fisher,Bryan Cranston,Trace Adkins,Michael Paré,Laurence Mason,Margarita Levieva,Pell James,Shea Whigham,Katherine Moennig,Michaela Conlin,Mackenzie Aladjem,Erin Carufel,Yari De Leon,Reggie Baker,Javier Grajeda,David Castro,Conor O'Farrell,Donnie Smith,Eric Etebari,Sam Upton,Matthew Moreno,L. Emille Thomas,Stephanie Mace,Randy Mulkey,Melanie Benz,Melanie Molnar,Christian George,Jeff Cole,	John Romano,	Lukas Ettlin,	Jeff McEvoy,	Cliff Martinez,	
50357	false	5000000	27,53,878,	Horror,Thriller,Science Fiction,	tt1772240	Apollo 18	en	Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.	9.798	1038,7405,24923,	Bazelevs Production,Dimension Films,Bekmambetov Projects Ltd.,	RU,US,,	2011-07-20	86	571	5.0	25562924	There's a reason we've never gone back to the moon.	Gonzalo López-Gallego,	Ryan Robbins,Warren Christie,Lloyd Owen,Andrew Airlie,Michael Kopsa,Ali Liebert,Kurt Max Runte,Kim Wylie,Noah Wylie,Erica Carroll,Jan Bos,	Brian Miller,	José David Montero,	Patrick Lussier,	Harry Cohen,	
50359	false	63000000	16,35,10751,	Animation,Comedy,Family,	tt1411704	Hop	en	E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.	13.381	6704,	Illumination Entertainment,	US,	2011-03-30	95	735	5.7	183953723	Candy, chicks and rock 'n' roll.	Tim Hill,	Russell Brand,James Marsden,Kaley Cuoco,Hank Azaria,Elizabeth Perkins,Gary Cole,Hugh Laurie,David Hasselhoff,Chelsea Handler,Dustin Ybarra,Tiffany Espensen,Jimmy Carter,Veronica Alicino,Coleton Ray,Mark Riccardi,Robbie Tucker,	Ken Daurio,Cinco Paul,Brian Lynch,	Peter Lyons Collister,	Gregory Perler,Peter S. Elliot,	Christopher Lennertz,	
50365	false	4500000	18,35,	Drama,Comedy,	tt1651328	Notre jour viendra	fr	Redheaded teen Remy is bullied by his soccer teammates and drawn into fights with his younger sister and mother in their cramped apartment. After a flare-up of domestic violence, he flees home and is tracked down by a bitter guidance counselor, Patrick, also a redhead. Patrick looks upon Remy’s sullen insolence with both sympathy and disdain and decides to toughen him up...	7.031	6301,7455,8350,11433,19233,22433,310,91015,	CinéCinéma,Cinémage 4,TF1 Droits Audiovisuels,C.R.R.A.V. Nord Pas de Calais,120 Films,Les Chauves-Souris,Centre national du cinéma et de l'image animée,Kourtrajmé,	,FR,FR,,FR,,FR,FR,	2010-09-12	90	81	6.8	0		Romain Gavras,	Vincent Cassel,Olivier Barthelemy,Justine Lerooy,Vanessa Decat,Boris Gamthety,Rodolphe Blanchet,Chloé Catoen,Sylvain Le Mynez,Pierre Boulanger,Mathilde Braure,Thomas Pinczak,Jacques Herlin,Camille Rowe,Joséphine de la Baume,Jérémy Bienvenu,Alexandra Dahlström,Johnny Descamps,Eric Paul,Jérôme Delattre,Julien Marienne,Anne Gaelle Ponche,Antoine Laurent,Ladj Ly,Maëva Toualbia,Kim Chapiron,Elodie Royer,Jérôme Mazure,Alexandre Sengier,Abdelmalek Oudjail,Tarubi,Thérèse Deheunynck,Cyrus Atory,Vincent Pietton,Nicolas Dhont,Clément Landrieu,Bénédicte Loyen,Franck Deheunynck,Laurent Monchet,Aurore Broutin,Philippe Shakeshaft,Claudine Vigreux,Julie Vergult,Swen,		André Chemetoff,	Benjamin Weill,	Sebastian Akchoté,	
50414	false	0	99,	Documentary,	tt1641390	Blue Moon Rising	en	Follows a group of Manchester City fans throughout the 09/10 season in the wake of the takeover by Sheikh Mansour of Abu Dhabi.	1.432				2010-01-01	95	2	3.8	0		Stewart Sugg,						
50420	false	271323	99,	Documentary,	tt1572769	Countdown to Zero	en	A documentary about the escalating nuclear arms race.	5.124	2253,6735,	Lawrence Bender Productions,Participant Media,	US,US,	2010-01-25	91	21	6.7	0	Demand Zero.	Lucy Walker,	Graham Allison,James Baker III,Bruce Blair,Tony Blair,Zbigniew Brzezinski,Matthew Bunn,Richard Burt,Jimmy Carter,Mike Chinoy,Joseph Cirincione,Richard Cizik,Thomas D'Agostino,F.W. de Klerk,Pascal Fias,Alexander Glaser,					
50456	false	30000000	28,53,12,	Action,Thriller,Adventure,	tt0993842	Hanna	en	A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.	15.133	10146,14684,21439,23919,	Focus Features,Neunte Babelsberg Film,Holleran Company,Sechzehnte Babelsberg Film,	US,,,,	2011-04-07	111	2175	6.6	63782078	Adapt or die.	Joe Wright,	Saoirse Ronan,Eric Bana,Vicky Krieps,Cate Blanchett,Tom Hollander,John MacMillan,Tim Beckmann,Paul Birchard,Christian Malcolm,Jamie Beamish,Jessica Barden,Olivia Williams,Jason Flemyng,Michelle Dockery,Sebastian Hülk,Joel Basman,Martin Wuttke,Aldo Maland,Álvaro Cervantes,Marc Soto,Vincent Montuel,Nathan Nolan,Gudrun Ritter,Mathias Harrebye-Brandt,Mohamed Majd,Tom Hodgkins,Paris Arrowsmith,	David Farr,Seth Lochhead,	Alwin H. Kuchler,	Paul Tothill,		
50475	false	0	80,53,28,	Crime,Thriller,Action,	tt1662557	용서는 없다	ko	Forensic pathologist Kang is assigned to examine the dismembered corpse of a female murder victim. Detective Min points to a fanatic environmentalist, Lee Sung-ho, as the primary suspect. But when Kang’s daughter is kidnapped, a manipulative game begins between Kang and Lee, who holds secrets about the homicide case.	5.466	868,7036,73258,	Cinema Service,CJ Entertainment,The Dream & Pictures,	KR,KR,,	2010-01-07	125	74	7.6	0		Kim Hyoung-jun,	Sol Kyung-gu,Ryoo Seung-bum,Han Hye-jin,Sung Ji-ru,Nam Kyung-eub,Park Sang-wook,		Kim Woo-hyung,			
50497	false	0	53,18,27,	Thriller,Drama,Horror,	tt1743993	When the Lights Went Out	en	Yorkshire, 1974, the Maynard family moves into their dream house. It's a dream that quickly descends into a panic stricken nightmare as the family discovers a horrifying truth, a truth that will make the history books. The house is already occupied by the most violent poltergeist ever documented, a poltergeist that will tear you from your bed as you sleep and drag you helplessly into the darkness.	7.133	1490,	Kintop Pictures,	US,	2012-01-31	86	75	5.6	0	Set in 1974 and based on true events.	Pat Holden,	Kate Ashfield,Jo Hartley,Martin Compston,Steven Waddington,Craig Parkinson,Tasha Connor,Hannah Clifford,Gary Lewis,Andrea Lowe,Tony Pitts,Molly Windsor,Ross Mullan,Matt Connor,Martina McClements,Peter Egan,Hester Evans,Graham Hornsby,Kelsey Louise Stephenson,Karl Haynes,Jim Millea,Nathan Morrisroe,Katie Lockwood,Cajun Sanderson,Morgan Connell,Jacob Clarke,Nicky Bell,Emma Hewitt,Wayne Ewart,Samantha Blakely,Claire Catterson,Josie Owen,Sean Corey,Alan Brent,Andy Wilby,Doreen Robinson,		Jonathan Harvey,	Robert Hall,Gary Scullion,	Marc Canham,	
50542	false	0	18,10749,	Drama,Romance,	tt1554523	山楂树之恋	zh	The daughter of a right-winger, schoolgirl Jing Qiu (Zhou Dong-Yu) is sent to the countryside for reeducation, and tasked to help write a textbook. There she meets Lao San (Shawn Dou), a young soldier with a bright future ahead. Despite the class divide and parental disapproval, romance blooms against turbulent times.	4.498	724,	Beijing New Picture Film Co. Ltd.,	,	2010-09-15	113	42	7.6	0		Zhang Yimou,	Zhou Dongyu,Shawn Dou,Xi Meijuan,Li Xuejian,Cheng Taishen,Sa Ren-Na,Lü Liping,Ruijia Jiang,Yu Xinbo,Sun Hai-Ying,		Zhao Xiaoding,	Mo Zhang,		
50544	false	35000000	10749,35,	Romance,Comedy,	tt1632708	Friends with Benefits	en	Dylan and Jamie think it's going to be easy to add the simple act of sex to their friendship, despite what Hollywood romantic comedies would have them believe. They soon discover however that getting physical really does always lead to complications.	19.021	97,3287,7291,	Castle Rock Entertainment,Screen Gems,Olive Bridge Entertainment,	US,US,US,	2011-07-21	109	5417	6.6	150483765		Will Gluck,	Justin Timberlake,Mila Kunis,Patricia Clarkson,Jenna Elfman,Bryan Greenberg,Richard Jenkins,Woody Harrelson,Nolan Gould,Andy Samberg,Shaun White,Andrew Fleming,Catherine Reitman,Courtney Henggeler,Masi Oka,Tiya Sircar,Christopher T. Wood,Emma Stone,Lili Mirojnick,Rupak Ginn,Duane R. Shepard Sr.,Chike Johnson,Angelique Cabral,Lance Kerfuffle,Jerry Ying,Jerry Hyman,Nick Lee,Jason Sung Lee,Michael Morris,Brooklyn McLinn,Timothy Bish,LaJon Dantzler,Angel Feliciano,Laura Fremont,Nicole Guidetti,Alicia Mazepa,Mayumi Miguel,Jermaine Montell,Joanna Numata,Danielle Polanco,Wes Pope,Steven Rosa,Seth Stewart,DeAnna Walters,Adam Zotovich,Alexandra Gluck,Taryn Gluck,Kande Amadou,Christopher Baskerville,Barry Bradford,Jennifer Brito,William Patrick Brown,Jorga Caye,Tammy Dugen,Teresa Hui,Rashida Jones,Zack Kibria,Diane Kimbrell,Paul Marra,Jeremy McLain,Andrea-Rachel Parker,Evelina Pereira,Alex Phillip,Shane Schoeppner,Jason Segel,Uzimann,Barbara Vincent,	Will Gluck,Keith Merryman,David A. Newman,	Michael Grady,	Tia Nolan,		
50546	false	80000000	35,10749,	Comedy,Romance,	tt1564367	Just Go with It	en	A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.	15.552	5,2608,	Columbia Pictures,Happy Madison Productions,	US,US,	2011-02-10	117	3496	6.5	214918407	Sometimes a guy's best wingman... is a wingwoman	Dennis Dugan,	Adam Sandler,Jennifer Aniston,Nicole Kidman,Nick Swardson,Brooklyn Decker,Bailee Madison,Griffin Gluck,Dave Matthews,Rachel Dratch,Kevin Nealon,Allen Covert,Dan Patrick,Minka Kelly,Jackie Sandler,Rakefet Abergel,Mario Joyner,Keegan-Michael Key,Rachel Specter,Elena Satine,Sadie Sandler,Jessica Jade Andres,Arlene Newman,Peter Dante,	Allan Loeb,Timothy Dowling,	Theo van de Sande,	Tom Costain,	Rupert Gregson-Williams,	
50590	false	0	35,18,	Comedy,Drama,	tt1247683	Norman	en	A teenager pretends to be dying from cancer as a way to cope with the realities of his daily existence and his father's terminal illness.	4.82	1804,	North by Northwest Entertainment,	,	2010-06-11	97	28	6.1	0	The only thing he cares about is not caring.	Jonathan Segal,	Dan Byrd,Emily VanCamp,Richard Jenkins,Adam Goldberg,Billy Lush,Sewell Whitney,John Aylward,					
50601	false	20000000	10752,18,	War,Drama,	tt1486193	5 Days of War	en	An American journalist and his cameraman are caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia, a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.	8.333	24262,24266,24264,17887,	Dispictures,Rex Media,Georgia International Films,Midnight Sun Pictures,	,,,,	2011-04-14	113	112	5.8	17479	Their only weapon is the truth.	Renny Harlin,	Rupert Friend,Val Kilmer,Andy García,Dean Cain,Emmanuelle Chriqui,Heather Graham,Mikko Nousiainen,Richard Coyle,Antje Traue,Rade Šerbedžija,Mikheil Gomiashvili,Johnathon Schaech,Anna Walton,	Mikko Alanne,				
50618	false	8500000	10752,18,36,28,	War,Drama,History,Action,	tt1343703	Брестская крепость	ru	A war drama set during the Nazi invasion of the Soviet Union in June 1941, in which Russian troops held on to a border stronghold for nine days. The film shows the heroic defense of Brest Fortress, which has taken upon the first stroke of German fascist invaders on June 22 1941.	7.827	49791,12617,3419,	TRO,Belarusfilm,Central Partnership,	,BY,RU,	2010-11-04	138	85	7.3	4404729	Die but don't surrender	Alexandr Kott,	Andrey Merzlikin,Pavel Derevyanko,Veronika Nikonova,Yevgeni Tsyganov,Anna Tsukanova-Kott,Aleksei Kopashov,Aleksandr Korshunov,Yana Esipovich,Anatoly Kot,Madlen Dzhabrailova,Tatyana Kamina,Mikhail Pavlik,Kirill Boltaev,Aleksandr Saptsov,Maxim Kostromykin,Aleksey Dmitriev,John Bakhanbaev,Dmitry Kulichkov,Evgeny Kharitonov,Maxim Krechetov,Garik Vepshkovsky,		Vladimir Bashta,	Mariya Sergeenkova,		
50619	false	110000000	12,14,10749,	Adventure,Fantasy,Romance,	tt1324999	The Twilight Saga: Breaking Dawn - Part 1	en	The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.	25.511	7491,491,5219,7490,58321,58322,12292,6446,	Zohar International,Summit Entertainment,Sunswept Entertainment,TSBD Canada Productions,TSBD Louisiana,TSBD Productions,Temple Hill Entertainment,Total Entertainment,	,US,,,,,US,BR,	2011-11-16	117	5860	6.1	712171856	Forever is just the beginning	Bill Condon,	Kristen Stewart,Robert Pattinson,Taylor Lautner,Ashley Greene,Peter Facinelli,Elizabeth Reaser,Kellan Lutz,Nikki Reed,Jackson Rathbone,Anna Kendrick,Booboo Stewart,Julia Jones,Maggie Grace,Billy Burke,Dakota Fanning,Sarah Clarke,MyAnna Buring,Christian Camargo,Christian Serratos,Michael Welch,Justin Chon,Mackenzie Foy,Casey LaBow,Tyson Houseman,Michael Sheen,Christopher Heyerdahl,Jamie Campbell Bower,Mía Maestro,Alex Rice,Kiowa Gordon,Bronson Pelletier,Alex Meraz,Tinsel Korey,Charlie Bewley,Daniel Cudmore,Ty Olsson,Chaske Spencer,Sienna Joseph,Tanaya Beatty,Swo-wo Gabriel,Brayden Jimmie,Angelo Renai,Ali Faulkner,Carolina Virguez,Sebastião Lemos,Caitlin Mooney-Fu,Stephenie Meyer,Gil Birmingham,	Melissa Rosenberg,Stephenie Meyer,	Guillermo Navarro,	Virginia Katz,	Carter Burwell,	
50620	false	120000000	12,14,18,10749,	Adventure,Fantasy,Drama,Romance,	tt1673434	The Twilight Saga: Breaking Dawn - Part 2	en	After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.	20.114	5219,491,12292,	Sunswept Entertainment,Summit Entertainment,Temple Hill Entertainment,	,US,US,	2012-11-13	115	5907	6.3	829000000	The epic finale that will live forever.	Bill Condon,	Kristen Stewart,Robert Pattinson,Taylor Lautner,Peter Facinelli,Elizabeth Reaser,Ashley Greene,Jackson Rathbone,Kellan Lutz,Nikki Reed,Billy Burke,Dakota Fanning,Jamie Campbell Bower,Maggie Grace,Mackenzie Foy,Michael Sheen,Cameron Bright,Chaske Spencer,MyAnna Buring,Christopher Heyerdahl,Julia Jones,Booboo Stewart,Andrea Powell,Christian Camargo,Daniel Cudmore,Guri Weinberg,Lee Pace,Rami Malek,Casey LaBow,Joe Anderson,Angela Sarafyan,Valorie Curry,Noel Fisher,Tyson Houseman,Lateef Crowder,Charlie Bewley,Billy Wagenseller,Mía Maestro,Wendell Pierce,Omar Metwally,Andrea Gabriel,Judi Shekoni,Tracey Heggins,Patrick Brennan,Marlane Barnes,Toni Trucks,Erik Odom,Amadou Ly,Janelle Froehlich,Masami Kosaka,Alex Rice,Marisa Quinn,Bill Tangradi,J. D. Pardo,Gil Birmingham,Anna Kendrick,Tristan Mamasakhlisashvili,Lisa Howard,	Melissa Rosenberg,	Guillermo Navarro,	Virginia Katz,Ian Slater,	Carter Burwell,	
50646	false	50000000	35,18,10749,	Comedy,Drama,Romance,	tt1570728	Crazy, Stupid, Love.	en	Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.	17.376	174,	Warner Bros. Pictures,	US,	2011-07-29	118	5295	7.2	142851197	This is crazy. This is stupid. This is love.	Glenn Ficarra,John Requa,	Steve Carell,Ryan Gosling,Julianne Moore,Emma Stone,Marisa Tomei,Kevin Bacon,Analeigh Tipton,Jonah Bobo,Joey King,Beth Littleford,John Carroll Lynch,Liza Lapira,Josh Groban,Mekia Cox,Julianna Guill,Crystal Reed,Zayne Emory,Joanne Brooks,Caitlin Thompson,Karolina Wydra,Tracy Mulholland,Katerina Mikailenko,Janine Barris,Jenny Mollen,Jessica Diz,Olga Fonda,Megan James,Rebecca Flinn-White,Reggie Lee,Charlie Hartsock,Algerita Wynn Lewis,Wendy Worthington,Dan Butler,Tiara Parker,Laurel Coppock,Rasika Mathur,Joshua Sternlicht,Jasen Salvatore,Michael John Long,Ami Haruna,Brian Patrick Butler,	Dan Fogelman,	Andrew Dunn,	Lee Haxall,	Christophe Beck,Nick Urata,	
50647	false	35000000	35,10749,	Comedy,Romance,	tt1655460	Wanderlust	en	Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.	11.096	7295,41962,10105,	Relativity Media,A Hot Dog,Apatow Productions,	US,,US,	2012-02-23	98	799	5.4	24159934	Leave your baggage behind	David Wain,	Paul Rudd,Jennifer Aniston,Justin Theroux,Malin Åkerman,Lauren Ambrose,Joe Lo Truglio,Alan Alda,Kathryn Hahn,Ken Marino,Jordan Peele,Kerri Kenney-Silver,Michaela Watkins,Patricia French,Jessica St. Clair,Todd Barry,Linda Lavin,David Wain,Michael Showalter,Michael Ian Black,Zandy Hartig,Keegan-Michael Key,Mather Zickel,Ray Liotta,Peter Salett,Juan Piedrahita,Martin Thompson,Ian Patrick,John D'Leo,Nina Hellman,Richard Allan Jones,Juana Samayoa,David Cardenas,Sharon Lubin,Vester Grayson,Ronald McFarlin,Roger Parham-Brown,Jim Moffatt,Sung-Suk Gaber,Mark Keever,Scott Ledbetter,Trisha Paytas,Ron Raines,Jacob Wingfield,Gerald Duckworth,Ron Goss,Rosemary Howard,Tabatha Minchew,Nina Nayebi,Katherine Neslund,Joel Rogers,Gregory Marshall Smith,		Michael Bonvillain,	David Moritz,Robert Nassau,	Craig Wedren,	
